komentar,rating,date,nama_bank,channel,sentimen,text_clean,text_preprocessed
Apk nya bgus banget dah,5,2021-07-13 10:39:50,Jago,Playstore,positif,apk nya bgus banget dah,"['bgus', 'dah']"
Ok,5,2021-08-15 12:06:35,Neocommerce,Playstore,positif,ok,['ok']
Ok bngt,5,2021-07-12 19:14:07,Neocommerce,Playstore,positif,ok bngt,"['ok', 'bngt']"
"Sekarang kalo saya mau top up bisa lewat jenius, senang banget setelah ada jenius hadir, karena tidak susah lagi kalo mau top up tinggal buka aplikasi jenius aja, buka rekening di jenius juga mudah bisa lewat HP saja tanpa datang ke bank",5,2022-01-26 9:51:51,Jenius,Playstore,positif,sekarang kalo saya mau top up bisa lewat jenius senang banget setelah ada jenius hadir karena tidak susah lagi kalo mau top up tinggal buka aplikasi jenius aja buka rekening di jenius juga mudah bisa lewat hp saja tanpa datang ke bank,"['top', 'up', 'senang', 'hadir', 'susah', 'top', 'up', 'tinggal', 'buka', 'buka', 'rekening', 'mudah', 'hp']"
Bgus,5,2021-12-29 11:04:19,Livin,Playstore,positif,bgus,['bgus']
Mau buat akun aja ribet amet. Masa terjadi kesalahan melulu. Nggak jelas,1,2021-03-01 3:44:52,Jenius,Playstore,negatif,mau buat akun aja ribet amet masa terjadi kesalahan melulu nggak jelas,"['akun', 'ribet', 'amet', 'salah', 'melulu', 'nggak']"
Alternatif untuk dunia perbankan yg lebih baik...👍,5,2021-10-14 23:09:35,Neocommerce,Playstore,positif,alternatif untuk dunia perbankan yg lebih baik👍,"['alternatif', 'dunia', 'perban', 'baik']"
"Aq kasi satu dulu Karna gg ada respon... Aq dah kasih data2 ku, dari kemaren sampk sekarang kok gg di respon... Udah lah aq gg jadi.. Atas nama didik anggara mohon di cabut aja pengajuan nya.. Jangan ada apa2 ya dengan data saya.. Terimakasih",1,2021-07-03 3:38:58,Jago,Playstore,negatif,aq kasi satu dulu karna gg ada respon aq dah kasih data ku dari kemaren sampk sekarang kok gg di respon udah lah aq gg jadi atas nama didik anggara mohon di cabut aja pengajuan nya jangan ada apa ya dengan data saya terimakasih,"['aq', 'kasi', 'karna', 'gg', 'respon', 'aq', 'dah', 'kasih', 'data', 'ku', 'kemaren', 'sampk', 'gg', 'respon', 'udah', 'aq', 'gg', 'nama', 'didik', 'anggara', 'mohon', 'cabut', 'aju', 'data', 'terimakasih']"
Tidak bisa di buka aplikasinya,1,2021-10-19 14:40:03,Neocommerce,Playstore,negatif,tidak bisa di buka aplikasinya,"['buka', 'aplikasi']"
"Aplikasinya sungguh bagus, bermanfaat banget bisa buat tabungan via aplikasi dan bisa pinjam dana di aplikasinya juga. Prosesnya mudah dan bisa di lakukan di rumah. Cocok dwngan kondisi yang masih New Normal sekarang ini.",5,2020-08-08 4:33:35,TMRW,Playstore,positif,aplikasinya sungguh bagus bermanfaat banget bisa buat tabungan via aplikasi dan bisa pinjam dana di aplikasinya juga prosesnya mudah dan bisa di lakukan di rumah cocok dwngan kondisi yang masih new normal sekarang ini,"['aplikasi', 'sungguh', 'bagus', 'manfaat', 'tabung', 'via', 'pinjam', 'dana', 'aplikasi', 'proses', 'mudah', 'laku', 'rumah', 'cocok', 'dwngan', 'kondisi', 'new', 'normal']"
Ok,5,2021-06-29 11:32:37,Neocommerce,Playstore,positif,ok,['ok']
"Saya puas dengan yg sudah banget untuk masuk selalu muncul minta restart, jadi yg paling aman adalah uninstall dan instal ulang tiap akan digunakan. Ribet sih tapi ada cara lain? Bintang 5 buat kecepatan daftar nya dan bintang 3 buat bug aplikasi nya yg ganggu banget.",3,2021-07-10 7:37:34,Blu,Playstore,netral,saya puas dengan yg sudah banget untuk masuk selalu muncul minta restart jadi yg paling aman adalah uninstall dan instal ulang tiap akan digunakan ribet sih tapi ada cara lain bintang  buat kecepatan daftar nya dan bintang  buat bug aplikasi nya yg ganggu banget,"['puas', 'masuk', 'muncul', 'restart', 'aman', 'uninstall', 'instal', 'ulang', 'ribet', 'bintang', 'cepat', 'daftar', 'bintang', 'bug', 'ganggu']"
Wah aplikasinya bagus banget keren membantu buat yang ga ngerti tentang bank digital.,5,2022-01-31 22:50:18,Jenius,Playstore,positif,wah aplikasinya bagus banget keren membantu buat yang ga ngerti tentang bank digital,"['aplikasi', 'bagus', 'keren', 'bantu', 'ga', 'ngerti', 'digital']"
Oklah,5,2021-06-28 12:09:42,Neocommerce,Playstore,positif,oklah,['oklah']
"Bangke ni aplikasi, tiap berkala harus ganti password dah tau masih banyak orang tua gaptek masih aja dipersulit gak kayak bca atau bri loginnya mudah",1,2022-01-29 1:22:58,Livin,Playstore,negatif,bangke ni aplikasi tiap berkala harus ganti password dah tau masih banyak orang tua gaptek masih aja dipersulit gak kayak bca atau bri loginnya mudah,"['bangke', 'ni', 'kala', 'ganti', 'password', 'dah', 'tau', 'orang', 'tua', 'gaptek', 'sulit', 'gak', 'kayak', 'loginnya', 'mudah']"
Dapet hadiah hp beneeran gak nh #jenius,5,2017-03-01 17:18:23,Jenius,Playstore,netral,dapet hadiah hp beneeran gak nh,"['dapet', 'hadiah', 'hp', 'beneeran', 'gak', 'nh']"
"Terima kasih bank BNC, uang Saya sudah kembali lagi sebesar 510.000 ribu rupiah,, 👍👍👍👍👍",5,2022-01-10 22:03:57,Neocommerce,Playstore,positif,terima kasih bank bnc uang saya sudah kembali lagi sebesar  ribu rupiah 👍👍👍👍👍,"['terima', 'kasih', 'bnc', 'uang', 'ribu', 'rupiah', '']"
Apk babi waktu masuk suruh verifikasi pas udh verifikasi gagal terus padahal udah pas mana didalem nya ada saldo 90k lebih ajgg,1,2021-07-07 13:04:48,Neocommerce,Playstore,negatif,apk babi waktu masuk suruh verifikasi pas udh verifikasi gagal terus padahal udah pas mana didalem nya ada saldo k lebih ajgg,"['babi', 'masuk', 'suruh', 'verifikasi', 'verifikasi', 'gagal', 'udah', 'dalem', 'saldo', 'k', 'ajgg']"
Ini tuh semacam buat nabung?Terus ada pajaknya ga?,3,2017-03-15 12:44:28,Jenius,Playstore,netral,ini tuh semacam buat nabungterus ada pajaknya ga,"['tuh', 'nabungterus', 'pajak', 'ga']"
"Mantap, transaksi dari rumah aj, nggak perlu capek capek ke bank atau mesin ATM, pokoknya top markotop",5,2020-08-02 6:16:38,Jenius,Playstore,positif,mantap transaksi dari rumah aj nggak perlu capek capek ke bank atau mesin atm pokoknya top markotop,"['mantap', 'transaksi', 'rumah', 'nggak', 'capek', 'capek', 'mesin', 'atm', 'pokok', 'top', 'markotop']"
"Aplikasinya bagus, sukses terus bank mandiri",5,2021-11-05 11:29:27,Livin,Playstore,positif,aplikasinya bagus sukses terus bank mandiri,"['aplikasi', 'bagus', 'sukses']"
"Mempermudah,, mempercepat,, transaksi",5,2021-12-29 11:36:07,Livin,Playstore,positif,mempermudah mempercepat transaksi,"['mudah', 'cepat', 'transaksi']"
Saya merekomendasikan sekali aplikasi ini👍,5,2021-04-27 7:30:51,Jenius,Playstore,positif,saya merekomendasikan sekali aplikasi ini👍,"['rekomendasi', 'ini']"
Bagus,5,2021-12-11 13:43:47,Neocommerce,Playstore,positif,bagus,['bagus']
👍🏻 mantap,5,2022-01-18 5:58:26,Raya,Appstore,positif,👍🏻 mantap,"['', 'mantap']"
"halo, ini kok aplikasi baru nya ga ada pembayaran buat shopee ya?",2,2021-12-02 15:55:13,Livin,Playstore,netral,halo ini kok aplikasi baru nya ga ada pembayaran buat shopee ya,"['halo', 'ga', 'bayar', 'shopee']"
kenapa dah di update dunia neo tetep gak muncul boos,3,2022-01-15 14:43:14,Neocommerce,Playstore,negatif,kenapa dah di update dunia neo tetep gak muncul boos,"['dah', 'update', 'dunia', 'tetep', 'gak', 'muncul', 'boos']"
Bagusss👍🏻👍🏻 Cepat dan praktis,5,2021-06-19 13:07:23,Jenius,Appstore,positif,bagusss👍🏻👍🏻 cepat dan praktis,"['bagusss', 'cepat', 'praktis']"
Kalian klau mau top up hati2 masuk nya sering lama bgt parah sih,1,2021-10-31 17:38:31,Neocommerce,Playstore,negatif,kalian klau mau top up hati masuk nya sering lama bgt parah sih,"['klau', 'top', 'up', 'hati', 'masuk', 'parah']"
"Aplikasinya bagus dan keren banget, ga bakal nyesel kalo donwload",5,2021-05-18 5:18:11,Jenius,Playstore,positif,aplikasinya bagus dan keren banget ga bakal nyesel kalo donwload,"['aplikasi', 'bagus', 'keren', 'ga', 'nyesel', 'donwload']"
Foto selfe berdua selalu gagal padahal udah foto sama teman sendiri,1,2021-06-28 12:42:50,Neocommerce,Playstore,negatif,foto selfe berdua selalu gagal padahal udah foto sama teman sendiri,"['foto', 'selfe', 'dua', 'gagal', 'udah', 'foto', 'teman']"
"Proses pembukaan rekening tidak ribet,bonus melimpah. Sukses selalalu untuk BNC",5,2021-07-10 3:52:00,Neocommerce,Playstore,positif,proses pembukaan rekening tidak ribetbonus melimpah sukses selalalu untuk bnc,"['proses', 'buka', 'rekening', 'ribetbonus', 'limpah', 'sukses', 'selalalu', 'bnc']"
Hidup ini penuh perjuagan jangan menyerah dan jangan mengeluh terus berjuang dan semangat ber sama bank jago,3,2022-02-23 5:14:39,Jago,Playstore,netral,hidup ini penuh perjuagan jangan menyerah dan jangan mengeluh terus berjuang dan semangat ber sama bank jago,"['hidup', 'penuh', 'perjuagan', 'serah', 'keluh', 'juang', 'semangat', 'ber']"
Aplikasinya error,1,2021-01-24 5:50:35,Jenius,Playstore,negatif,aplikasinya error,"['aplikasi', 'error']"
"Biasanya lancar jaya tapi kenapa sudah sehari ini gk bisa transfer? Telpon ke CS malah dikasih nomer baru, pas ditelpon kaga nyambung...saya gk pakai kartu kredit tapi sering banged kartu kredit orang tampilannya muncul disaya, tolong jaga keamanan data nasabah, CS gk bisa membantu",3,2020-05-27 10:06:39,Digibank,Playstore,negatif,biasanya lancar jaya tapi kenapa sudah sehari ini gk bisa transfer telpon ke cs malah dikasih nomer baru pas ditelpon kaga nyambungsaya gk pakai kartu kredit tapi sering banged kartu kredit orang tampilannya muncul disaya tolong jaga keamanan data nasabah cs gk bisa membantu,"['lancar', 'jaya', 'hari', 'gk', 'transfer', 'telpon', 'cs', 'kasih', 'nomer', 'telpon', 'kaga', 'nyambungsaya', 'gk', 'pakai', 'kartu', 'kredit', 'banged', 'kartu', 'kredit', 'orang', 'tampil', 'muncul', 'saya', 'tolong', 'jaga', 'aman', 'data', 'nasabah', 'cs', 'gk', 'bantu']"
"Kalo dari saya nya belom punya ATM nya , tapi kalo misalkan saya mau transfer² atau nerima uang dari sini lgsg , Bisa gak yaa ??",4,2021-11-29 16:49:32,Neocommerce,Playstore,netral,kalo dari saya nya belom punya atm nya  tapi kalo misalkan saya mau transfer² atau nerima uang dari sini lgsg  bisa gak yaa,"['bom', 'atm', 'transfer', 'nerima', 'uang', 'lgsg', 'gak', 'yaa']"
"Kenapa saya mengajukan pembuatan kartu fisik jago harus menunggu berhari-hari? Sudah 3 hari tapi saya cek ternyata masih dalam proses😌 dan saya juga belum mendapatkan cashback 50rb dari jago x bibit😌. Sementara saya kasih bintang 1 dulu, nanti jika masalah saya sudah teratasi saya tambah bintangnya",1,2022-01-16 2:10:02,Jago,Playstore,negatif,kenapa saya mengajukan pembuatan kartu fisik jago harus menunggu berharihari sudah  hari tapi saya cek ternyata masih dalam proses😌 dan saya juga belum mendapatkan cashback rb dari jago x bibit😌 sementara saya kasih bintang  dulu nanti jika masalah saya sudah teratasi saya tambah bintangnya,"['aju', 'buat', 'kartu', 'fisik', 'tunggu', 'berharihari', 'cek', 'proses', 'cashback', 'rb', 'x', 'bibit', 'kasih', 'bintang', 'atas', 'bintang']"
"Makasih flexi cash jenius, gara² ini saya tidak bisa meminjam kemana-mana karena telat bayar. BI checking saya jadi buruk, maaf karena saya belum bisa bayar. Bukan tidak ada itikad baik tp saya sedang berusaha untuk melunasi hutang saya. Tapi saya mohon, hapus BI checking saya setelah saya melunasi hutangnya!! Menyesal sekali berada di kubangan setan ini.",1,2021-12-04 12:58:08,Jenius,Playstore,negatif,makasih flexi cash jenius gara² ini saya tidak bisa meminjam kemanamana karena telat bayar bi checking saya jadi buruk maaf karena saya belum bisa bayar bukan tidak ada itikad baik tp saya sedang berusaha untuk melunasi hutang saya tapi saya mohon hapus bi checking saya setelah saya melunasi hutangnya menyesal sekali berada di kubangan setan ini,"['makasih', 'flexi', 'cash', 'gara', 'pinjam', 'kemanamana', 'telat', 'bayar', 'bi', 'checking', 'buruk', 'maaf', 'bayar', 'itikad', 'usaha', 'lunas', 'hutang', 'mohon', 'hapus', 'bi', 'checking', 'lunas', 'hutang', 'sesal', 'kubang', 'setan']"
"Aplikasi ini bener2 bagus dan berguna banget, ga oerlu lagi ribet2 ke konter/bank untuk transaksi, di aplikasi ini sudah menyediakan fitur Mobile bangking,menabung,e-wallet,mbangking,spotify,top up, debut card dll.",5,2021-07-05 3:11:54,Jenius,Playstore,positif,aplikasi ini bener bagus dan berguna banget ga oerlu lagi ribet ke konterbank untuk transaksi di aplikasi ini sudah menyediakan fitur mobile bangkingmenabungewalletmbangkingspotifytop up debut card dll,"['bener', 'bagus', 'guna', 'ga', 'oerlu', 'ribet', 'konterbank', 'transaksi', 'sedia', 'fitur', 'mobile', 'bangkingmenabungewalletmbangkingspotifytop', 'up', 'debut', 'card', 'dll']"
Bagus,5,2021-12-29 16:08:54,Livin,Playstore,positif,bagus,['bagus']
Sipp mantabbb,4,2021-08-28 16:25:35,Jenius,Playstore,positif,sipp mantabbb,"['sipp', 'mantabbb']"
Halo ka saya baru download,1,2021-06-01 19:59:02,Neocommerce,Playstore,netral,halo ka saya baru download,"['halo', 'ka', 'download']"
Nice apps Buka rek ga pake ribet tggal online tanpa buku tabungan.. free biaya trfer ke semua bank .. gokil si. Apalagi klo bsa dapet menu flexi cash,5,2022-01-07 2:12:11,Jenius,Appstore,positif,nice apps buka rek ga pake ribet tggal online tanpa buku tabungan free biaya trfer ke semua bank  gokil si apalagi klo bsa dapet menu flexi cash,"['nice', 'buka', 'rek', 'ga', 'pake', 'ribet', 'tggal', 'online', 'buku', 'tabung', 'free', 'biaya', 'trfer', 'gokil', 'bsa', 'dapet', 'menu', 'flexi', 'cash']"
Apk bagus,5,2022-02-10 15:49:56,Jenius,Playstore,positif,apk bagus,['bagus']
Utk byr multipayment nya kok ga ada?,4,2021-12-29 15:11:59,Livin,Playstore,netral,utk byr multipayment nya kok ga ada,"['byr', 'multipayment', 'ga']"
Mantaap,5,2021-12-11 20:56:05,Blu,Playstore,positif,mantaap,['mantaap']
Mantaf,4,2016-11-04 9:32:41,Jenius,Playstore,positif,mantaf,['mantaf']
Mudah n respons cepat,5,2020-06-28 19:23:15,Digibank,Playstore,positif,mudah n respons cepat,"['mudah', 'n', 'respons', 'cepat']"
Cari cari informasi untuk daftar di neobank susah kk,5,2021-12-27 18:11:49,Neocommerce,Playstore,negatif,cari cari informasi untuk daftar di neobank susah kk,"['cari', 'cari', 'informasi', 'daftar', 'neobank', 'susah', 'kk']"
Good..tambah trus...,4,2020-01-29 0:27:14,Jenius,Playstore,positif,goodtambah trus,"['goodtambah', 'trus']"
Mantap,5,2021-12-30 7:01:08,Livin,Playstore,positif,mantap,['mantap']
"Sementara ini masih belum ada kendala ,tetapi yang biru masih belum saya hapus,melihat dikemudian hari ada masalah / tidak.Selama ini pakai yang biru hampir tidak ada masalah dengan semua transaksi.🙏 Sudah pakai 2 minggu ini ternyata memang lebih bagus,simple,praktis & sangat cepat dengan penambahan fitur login dengan sidik jari.Mantab lah 🙏👌",5,2022-01-21 9:10:38,Livin,Playstore,positif,sementara ini masih belum ada kendala tetapi yang biru masih belum saya hapusmelihat dikemudian hari ada masalah  tidakselama ini pakai yang biru hampir tidak ada masalah dengan semua transaksi🙏 sudah pakai  minggu ini ternyata memang lebih bagussimplepraktis  sangat cepat dengan penambahan fitur login dengan sidik jarimantab lah 🙏👌,"['kendala', 'biru', 'hapusmelihat', 'kemudi', 'tidakselama', 'pakai', 'biru', 'transaksi', 'pakai', 'minggu', 'bagussimplepraktis', 'cepat', 'tambah', 'fitur', 'login', 'sidik', 'jarimantab', '']"
Awal registrasi cukup 7 menit aja dan udah jadi. setelah pake terus pun semuanya serba cepat fiturnya dan ngebantu.,5,2021-12-08 8:01:32,TMRW,Playstore,positif,awal registrasi cukup  menit aja dan udah jadi setelah pake terus pun semuanya serba cepat fiturnya dan ngebantu,"['registrasi', 'menit', 'udah', 'pake', 'serba', 'cepat', 'fiturnya', 'ngebantu']"
Apakah udah bisa kyc macam aplikasi sebelah,5,2020-05-15 13:51:26,Digibank,Playstore,netral,apakah udah bisa kyc macam aplikasi sebelah,"['udah', 'kyc', 'belah']"
Sangat membantu,5,2021-12-30 0:06:26,Livin,Playstore,positif,sangat membantu,['bantu']
Mantap,5,2021-11-28 8:49:00,Livin,Playstore,positif,mantap,['mantap']
grTis tf ... 😃😃 masukin ini ya G7CL22,5,2021-06-13 8:11:54,Neocommerce,Playstore,netral,grtis tf  😃😃 masukin ini ya gcl,"['grtis', 'tf', '', 'masukin', 'gcl']"
Pengalaman aku senang lihat tiktok arohmat,5,2022-01-13 2:08:11,Neocommerce,Playstore,netral,pengalaman aku senang lihat tiktok arohmat,"['alam', 'senang', 'lihat', 'tiktok', 'arohmat']"
"Luar biasa rumit apk nya, favorite hilang, gak tau cara input quik pick,,luar biasa rumit..",1,2022-01-22 15:34:00,Livin,Playstore,negatif,luar biasa rumit apk nya favorite hilang gak tau cara input quik pickluar biasa rumit,"['rumit', 'favorite', 'hilang', 'gak', 'tau', 'input', 'quik', 'pickluar', 'rumit']"
Bagus..,5,2020-04-17 14:26:32,TMRW,Playstore,positif,bagus,['bagus']
"Menabung menjadi lebih mudah ,dan fiturnya juga lengkap",5,2021-06-05 12:58:32,Jenius,Playstore,positif,menabung menjadi lebih mudah dan fiturnya juga lengkap,"['tabung', 'mudah', 'fiturnya', 'lengkap']"
Livin by mandiri sangat membantu kalo mau transfer saya cukup dirumah saja tidak perlu ke ATM lagi,5,2021-12-29 15:41:16,Livin,Playstore,positif,livin by mandiri sangat membantu kalo mau transfer saya cukup dirumah saja tidak perlu ke atm lagi,"['by', 'bantu', 'transfer', 'rumah', 'atm']"
Bagus mudah menguntungkan,5,2022-02-21 5:37:54,Neocommerce,Playstore,positif,bagus mudah menguntungkan,"['bagus', 'mudah', 'untung']"
In bc Uj km.in i,4,2021-07-19 13:26:27,Neocommerce,Playstore,netral,in bc uj kmin i,"['in', 'bc', 'uj', 'kmin', 'i']"
BUAT YANG GA BISA LOGIN COBA LOGIN NYA PAKE POLA TRUS MASUK KE REKENING,5,2021-06-29 4:19:04,Neocommerce,Playstore,netral,buat yang ga bisa login coba login nya pake pola trus masuk ke rekening,"['ga', 'login', 'coba', 'login', 'pake', 'pola', 'trus', 'masuk', 'rekening']"
Cukup,5,2021-12-30 15:04:53,Neocommerce,Playstore,positif,cukup,[]
👍👍👍👏👏👏,5,2021-08-14 5:22:46,LineBank,Playstore,positif,👍👍👍👏👏👏,['']
kenapa sy tidak bisa membuat rekening baru yaa.?,2,2021-10-18 0:25:11,Neocommerce,Playstore,negatif,kenapa sy tidak bisa membuat rekening baru yaa,"['rekening', 'yaa']"
"Pengajuan KTA di tolak, mesti nya kalau syarat nya hanya tinggal di jabodetabek dan punya ektp sy sudah memenuhi. Mesti detail dong syarat2 ny",2,2021-03-30 7:56:34,Digibank,Playstore,negatif,pengajuan kta di tolak mesti nya kalau syarat nya hanya tinggal di jabodetabek dan punya ektp sy sudah memenuhi mesti detail dong syarat ny,"['aju', 'tolak', 'mesti', 'syarat', 'tinggal', 'jabodetabek', 'ektp', 'penuh', 'mesti', 'detail', 'syarat']"
Aplikasinya bagus sekali untuk savings. Ditambah menu city of tomorrownya keren abisssss.,5,2020-09-15 5:11:35,TMRW,Playstore,positif,aplikasinya bagus sekali untuk savings ditambah menu city of tomorrownya keren abisssss,"['aplikasi', 'bagus', 'savings', 'tambah', 'menu', 'city', 'of', 'tomorrownya', 'keren', 'abisssss']"
Aplikasi yang menguntungkan semua orang,5,2016-12-29 12:02:52,Jenius,Playstore,positif,aplikasi yang menguntungkan semua orang,"['untung', 'orang']"
"untuk login sidik jari ga bisa , selalu gagal, klo aplikasi lainnya bisa, device redmi 8 , mohon di perbaiki",4,2020-11-26 2:47:03,Jenius,Playstore,netral,untuk login sidik jari ga bisa  selalu gagal klo aplikasi lainnya bisa device redmi   mohon di perbaiki,"['login', 'sidik', 'jari', 'ga', 'gagal', 'device', 'redmi', 'mohon', 'baik']"
daftar ja susah.. udah pengajuan 1 minggu lebih nggak ditanggepin,1,2020-02-05 7:15:37,Digibank,Playstore,negatif,daftar ja susah udah pengajuan  minggu lebih nggak ditanggepin,"['daftar', 'ja', 'susah', 'udah', 'aju', 'minggu', 'nggak', 'ditanggepin']"
